timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1668582823479,248,Request 1-0,301,Moved Permanently,Thread Group 1-6,text,true,,703,115,10,10,https://google.com/,248,0,0
1668582823727,510,Request 1-1,200,OK,Thread Group 1-6,text,true,,17499,119,10,10,https://www.google.com/,380,0,0
1668582823355,899,Request 1,200,OK,Thread Group 1-10,text,true,,18259,234,10,10,https://www.google.com/,267,0,0
1668582823355,267,Request 1-0,301,Moved Permanently,Thread Group 1-10,text,true,,703,115,10,10,https://google.com/,267,0,0
1668582823622,632,Request 1-1,200,OK,Thread Group 1-10,text,true,,17556,119,10,10,https://www.google.com/,505,0,0
1668582823298,956,Request 1,200,OK,Thread Group 1-8,text,true,,18212,234,10,10,https://www.google.com/,324,0,0
1668582823298,324,Request 1-0,301,Moved Permanently,Thread Group 1-8,text,true,,703,115,10,10,https://google.com/,324,0,0
1668582823622,632,Request 1-1,200,OK,Thread Group 1-8,text,true,,17509,119,10,10,https://www.google.com/,511,0,0
1668582823549,756,Request 1,200,OK,Thread Group 1-7,text,true,,18217,234,10,10,https://www.google.com/,275,0,0
1668582823549,275,Request 1-0,301,Moved Permanently,Thread Group 1-7,text,true,,703,115,10,10,https://google.com/,275,0,0
1668582823825,480,Request 1-1,200,OK,Thread Group 1-7,text,true,,17514,119,10,10,https://www.google.com/,432,0,0
1668582823681,663,Request 1,200,OK,Thread Group 1-9,text,true,,18164,234,10,10,https://www.google.com/,256,0,0
